idEstado,idHojaVida,idHVPosgrado,intItemPosgrado,strAnioPosgrado,strCenEstudioPosgrado,strConcluidoPosgrado,strEgresadoPosgrado,strEsDoctor,strEsMaestro,strEspecialidadPosgrado,strTengoPosgrado,strUsuario,strComentario
1,137198,133495,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135801,132667,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135813,132102,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135929,132342,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136798,133119,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135850,132134,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136129,132592,1,1988,ESAN,1,1,0,1,COMPORTAMIENTO HUMANO Y ADMINISTRACION,1,,,2021-03-14 14:20:15
1,135832,132118,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136126,132416,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135414,131714,1,,CENTRO DE ALTOS ESTUDIOS NACIONALES - CAEN,1,1,2,0,EGRESADO,1,,EGRESE DE LA SEGUNDA MAESTRIA EN INTELIGENCIA ESTRATEGICA EN EL AÑO 2017,2021-03-14 14:20:15
1,137594,133899,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136769,133051,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137396,133674,1,2012,UNIVERSIDAD INCA GARCILASO DE LA VEGA ASOCIACIÓN CIVIL,1,1,1,0,DOCTOR EN ADMINISTRACION,1,,,2021-03-14 14:20:15
1,137199,133496,1,2018,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAESTRA EN GESTIÓN PÚBLICA,1,,,2021-03-14 14:20:15
1,135864,132145,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136133,132425,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135877,132156,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136337,132646,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136137,132428,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137881,134189,1,2012,PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ,1,1,0,1,MAGISTER EN ADMINISTRACION ESTRATEGICA DE EMPRESAS,1,,,2021-03-14 14:20:15
1,136312,132636,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136396,132691,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136682,133150,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136557,132839,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136115,132408,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135776,132187,1,2014,UNIVERSIDAD CESAR VALLEJO,1,1,0,1,MAGISTER EN EDUCACION,1,,,2021-03-14 14:20:15
1,135788,132080,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134778,131163,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137009,133316,1,,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,1,1,0,2,SIN GRADO,1,,ESTUDIOS DE MAESTRIA Y DOCTORADO SIN GRADO,2021-03-14 14:20:15
1,137056,133377,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137113,133417,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137085,133393,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137024,133345,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137440,133714,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137428,133706,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134858,131236,1,2017,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAESTRO/MAGÍSTER EN GESTIÓN PÚBLICA,1,,,2021-03-14 14:20:15
1,134913,131255,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134795,131185,1,,UNIVERSIDAD NACIONAL FEDERICO VILLAREAL,1,1,0,2,MAESTRA EN SALUD PÚBLICA CON MENCIÓN EN GESTIÓN HOSPITALARIA,1,,,2021-03-14 14:20:15
1,134843,131224,1,,UNINI - MÉXICO,1,1,2,0,NINGUNO,1,,TRÁMITE DE GRADO DE MAESTRÍA,2021-03-14 14:20:15
1,135490,131794,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135337,131640,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135607,131900,1,,UNIVERSIDAD NACIONAL DE SAN CRISTÓBAL DE HUAMANGA,1,1,2,0,GESTIÓN PÚBLICA,1,,,2021-03-14 14:20:15
1,135579,131886,1,,"UNIVERSIDAD PRIVADA ""CESAR VALLEJO""",2,0,2,0,PSICOLOGÍA EDUCATIVA,1,,,2021-03-14 14:20:15
1,135614,131904,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137892,134237,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137895,134227,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137323,133606,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137264,133578,1,,UNIVERSIDAD DEL CENTRO DEL PERU,1,1,0,2,MAESTRIA,1,,,2021-03-14 14:20:15
1,136635,132906,1,2017,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAESTRO/MAGÍSTER EN GESTIÓN PÚBLICA,1,,,2021-03-14 14:20:15
1,137269,133570,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137158,133468,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134734,131126,1,,UNIVERSIDAD PERUANA CAYETANO HEREDIA,1,1,0,2,MBA EN GESTION INTEGRAL DE AGUA,1,,,2021-03-14 14:20:15
1,134439,130834,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134438,130833,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136161,132467,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136199,132491,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136205,132498,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135810,132225,1,2012,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO,1,1,0,1,MAESTRO EN CIENCIAS DE LA EDUCACIÓN,1,,,2021-03-14 14:20:15
1,135975,132257,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137208,133765,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135994,132281,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134187,130633,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134166,130609,1,2014,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAGISTER EN PSICOLOGIA EDUCATIVA,1,,,2021-03-14 14:20:15
1,134917,131258,1,,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,1,1,0,2,GESTION PUBLICA,1,,,2021-03-14 14:20:15
1,135125,134307,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,138026,134356,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137653,134061,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134731,131123,1,,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL,1,1,2,0,EGRESADO - MARKETING Y NEGOCIOS INTERNACIONALES,1,,,2021-03-14 14:20:15
1,135976,132266,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137474,134178,1,,UNIVERSIDAD INCA GARCILASO DE LA VEGA,1,1,0,2,EGRESADO DE LA MAESTRIA DE NOTARIAL Y REGISTRAL,1,,,2021-03-14 14:20:15
1,136375,132665,1,2017,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ,1,1,1,0,DOCTOR EN CIENCIAS AMBIENTALES Y DESARROLLO SOSTENIBLE,1,,,2021-03-14 14:20:15
1,134666,131054,1,,UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION,1,1,0,2,MAESTRIA EN GESTION PUBLICA,1,,,2021-03-14 14:20:15
1,134672,131056,1,,UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION,2,0,0,0,MAESTRIA EN SALUD PUBLICA,1,,ESTUDIANTE DEL IV CICLO,2021-03-14 14:20:15
1,135067,131419,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135098,131435,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135123,131458,1,2007,CENTRO DE INVESTIGACIÓN Y DE ESTUDIOS AVANZADOS DEL INSTITUTO POLITÉCNICO NACIONAL - MEXICO,1,1,0,1,GRADO DE MAESTRO,1,,,2021-03-14 14:20:15
1,135129,131464,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134555,130950,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134601,130994,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134605,130998,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134612,131006,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136309,132604,1,,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,1,1,0,2,MAESTRIA EN ADMINISTRACION PUBLICA Y GOBIERNO,1,,PRIMER LUGAR ORDEN DE MERITO,2021-03-14 14:20:15
1,136339,132626,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136351,132656,1,,UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRION,2,0,0,0,ADMINISTRACION,1,,,2021-03-14 14:20:15
1,136397,132703,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136672,132955,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136758,133045,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137185,133550,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137955,134281,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136793,133087,1,,UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA,1,1,2,0,EGRESADO,1,,EGRESADO DE DOCTORADO EN DERECHO,2021-03-14 14:20:15
1,136871,133170,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136723,133567,1,,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL,1,1,2,0,SALUD PUBLICA,1,,ESTUDIE MEDECINA Y DOCTORADO PERO NO ME TITULE,2021-03-14 14:20:15
1,137894,134199,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136159,132451,1,,UNIVERSIDAD FEDERICO VILLAREAL,1,1,2,0,MARKETING Y NEGOCIOS INTERNACIONALES,1,,EGRESADO EN EL AÑO 2008,2021-03-14 14:20:15
1,136172,132469,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136182,132477,1,,UNIVERSIDAD NACIONAL DE INGENIERIA,1,1,2,0,GESTION Y DESARROLLO,1,,,2021-03-14 14:20:15
1,135018,131354,1,,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,1,2,0,0,MAESTRÍA EN DERECHO CON MENCIÓN EN DERECHO CONSTITUCIONAL Y DERECHOS HUMANOS,1,,,2021-03-14 14:20:15
1,135858,132457,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135869,132288,1,,UNIVERSIDA NACIONAL DE HUANCAVELICA,1,2,0,0,MAESTRIA EN CIENCIAS EMPRESARIALES MENCION  GESTION PUBLICA,1,,,2021-03-14 14:20:15
1,135412,131723,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135465,131758,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137260,133554,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134847,131230,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135270,131603,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133769,130250,1,,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,1,1,0,2,CIRUGIA GENERAL,1,,ESPECIALIDAD CIRUGIA GENERAL DE ENERO 1977 A DICIEMBRE DE 1979,2021-03-14 14:20:15
1,133763,130242,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133751,130236,1,,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO,1,1,0,2,PSICOLOGIA CLINICA Y DE LA SALUD,1,,ESTUDIOS CONCLUIDOS - EGRESADO,2021-03-14 14:20:15
1,133801,130280,1,,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO,2,0,0,0,MAESTRIA CIENCIAS SALUD PÚBLICA,1,,,2021-03-14 14:20:15
1,133747,130231,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133778,130258,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136144,132435,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136476,132792,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136519,132814,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135324,131639,1,2006,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,1,1,0,1,MAGISTER EN GESTION EDUCATIVA,1,,,2021-03-14 14:20:15
1,135513,131821,1,,ESCUELA DE NEGOCIOS Y ADMINISTRACION DE EMPRESAS,1,2,0,0,MAGISTER EN GESTION PUBLICA,1,,,2021-03-14 14:20:15
1,135488,131795,1,,UNIVERSIDAD SAN MARTIN DE PORRES,1,1,0,2,CIRUJANO DENTISTA,1,,ME ENCUENTRO EN LA PRESENTACIÓN DE TESIS,2021-03-14 14:20:15
1,135374,131684,1,,UNIVERSIDAD CESAR VALLEJO,2,0,0,2,MAGISTER EN GESTION DE SERVICIOS HOSPITALARIOS,1,,CURSANDO EL ULTIMO CICLO DE ESTUDIOS DE LA MAESTRIA,2021-03-14 14:20:15
1,137172,134214,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134993,131347,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134588,130983,1,2005,UNIVERSIDAD NACIONAL FEDERICO VILLLARREAL,1,1,0,1,ADMINISTRACION Y GERENCIA SOCIAL,1,,EGRESADO DE MAESTRIA,2021-03-14 14:20:15
1,134409,130804,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134616,131012,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134413,130810,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134583,130979,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136377,132669,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136258,132963,1,,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL,1,1,0,2,GESTION DE ALTA DIRECCION,1,,,2021-03-14 14:20:15
1,136319,132610,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135768,132056,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136625,132898,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135773,132058,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137909,134223,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137051,133353,1,,UNIVERSIDAD CONTINENTAL,2,0,0,0,GESTIÓN ORGANIZACIONAL,1,,,2021-03-14 14:20:15
1,134309,130719,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133924,130396,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133912,130388,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133783,130392,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134505,133175,1,,FUNIBER,2,0,0,0,"DISEÑO, GESTION Y DIRECCION DE PROYECTOS",1,,,2021-03-14 14:20:15
1,134527,130919,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134557,130949,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134561,130954,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137169,133474,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134568,130964,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134570,133481,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134574,130974,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134749,131137,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133957,130423,1,2018,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAESTRA EN GESTIÓN PÚBLICA,1,,,2021-03-14 14:20:15
1,133986,130448,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133964,130431,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135963,132252,1,2008,UNIVERSIDAD PERUANA CAYETANO HEREDIA,1,1,0,1,MAGISTER EN EDUCACIÓN,1,,MENCION EN DOCENCIA  E INVESTIGACIÓN EN EDUCACIÓN SUPERIOR,2021-03-14 14:20:15
1,136053,132349,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136270,132562,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136250,132554,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136292,132585,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136267,132591,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135634,133709,1,2009,UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRION,1,1,0,1,MAESTRO EN CIENCIAS DE LA SALUD,1,,,2021-03-14 14:20:15
1,135645,131938,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135650,131946,1,,UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA,2,0,0,0,MAESTRIA EN CIENCIAS ECONOMICAS,1,,SOY ESTUDIANTE DE LA MAESTRIA,2021-03-14 14:20:15
1,135665,133683,1,2014,UNIVERSIDAD CESAR VALLEJO,1,1,0,1,MAGISTER EN EDUCACION CON MENSION EN DOCENCIA Y GESTION EDUCATIVA,1,,,2021-03-14 14:20:15
1,137466,133751,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136164,132564,1,,UNIVERSIDAD TECNOLOGICA DEL PERU -UTP,2,0,0,0,MAESTRIA EN GESTION PUBLIA,1,,,2021-03-14 14:20:15
1,137453,133736,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137505,133793,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136287,132576,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137116,133424,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137202,133499,1,2020,UNIVERSIDAD PERUANA LOS ANDES,1,1,0,1,MAESTRÍA EN ADMINISTRACIÓN MENCIÓN GESTIÓN DEL TALENTO HUMANO,1,,PROCESO DE INSCRIPCIÓN ANTE LA SUNEDU,2021-03-14 14:20:15
1,136346,132642,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136702,132990,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135118,131563,1,2006,UNIVERSIDAD NACIONAL DE SAN ANTONIO DE ABAD DEL CUSCO,1,1,0,1,MAGISTER EN SALUD PUBLICA,1,,,2021-03-14 14:20:15
1,136281,132581,1,,UNIVERSIDAD NACIONAL SAN ANTONIO DE ABAD,2,0,0,0,-,1,,,2021-03-14 14:20:15
1,135398,131715,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135442,131740,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135460,131779,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135500,131792,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134573,130990,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135573,131890,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134693,131085,1,,UNIVERSIDAD NACIONAL DE SAN MARTIN,2,0,0,0,TUTORIA Y ORIENTACION EDUCATIVA,1,,,2021-03-14 14:20:15
1,133958,130425,1,2017,UNIVERSIDAD NACIONAL HERMILIO VALDIZÁN DE HUÁNUCO,1,1,1,0,DOCTOR EN MEDIO AMBIENTE Y DESARROLLO SOSTENIBLE,1,,,2021-03-14 14:20:15
1,133970,130439,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133985,130469,1,,UNIVERSIDAD NACIONAL DE UCAYALI,1,1,0,2,MAGISTER EN SALUD PÚBLICA,1,,TITULO EN PROCESO,2021-03-14 14:20:15
1,134002,130461,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135893,132192,1,,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL,1,1,2,0,DOCTOR EN DERECHO,1,,ESTUDIOS CONCLUIDOS DE MAESTRIA EN DERECHO EMPRESARIAL - DOCTORADO EN DERECHO - CURSANDO MAESTRIA DE DERECHO NOTARIAL Y REGISTRAL,2021-03-14 14:20:15
1,134831,131211,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137827,134141,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137813,134114,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136868,133166,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136207,132502,1,2018,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAESTRA EN GESTIÓN PÚBLICA,1,,,2021-03-14 14:20:15
1,136211,132506,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136229,132529,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134509,130900,1,2004,UNIVERSIDAD NACIONAL DEL ALTIPLANO,1,1,0,1,MAGISTER SCIENTIAE EN: CULTIVOS ANDINOS,1,,,2021-03-14 14:20:15
1,134403,130806,1,,UNIVERSIDAD INCA GARCILASO DE LA VEGA,1,1,0,2,ESTUDIOS CONCLUIDOS EN MAESTRIA,1,,,2021-03-14 14:20:15
1,134988,131327,1,2010,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAGISTER EN EDUCACION,1,,,2021-03-14 14:20:15
1,134462,130856,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134513,130905,1,,UNIVERSIDAD FEDERICO VILLARREAL,1,2,0,0,GRADO,1,,,2021-03-14 14:20:15
1,134794,131506,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135187,131854,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135188,131570,1,,UNIVERSIDAD CIENTÍFICA DEL SUR,2,0,0,0,MAESTRÍA EN ALTA GERENCIA DE SALUD,1,,,2021-03-14 14:20:15
1,135186,131830,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136498,132819,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136761,133054,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136782,133088,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135884,132171,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135682,131975,1,2014,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAGISTER EN ADMINISTRACION DE LA EDUCACION,1,,,2021-03-14 14:20:15
1,135583,131888,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136016,132312,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135867,133321,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135751,132112,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135141,131477,1,,UNIVERSIDAD PRIVADA TELESUP,2,0,0,0,MAESTRIA EN GESTION PUBLICA,1,,,2021-03-14 14:20:15
1,135232,131562,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134311,130720,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135825,132116,1,,UNIVERSIDAD NACIONAL DE TRUJILLO,1,1,0,2,MAESTRIA EN GESTION EDUCATIVA Y DESARROLLO REGIONAL,1,,,2021-03-14 14:20:15
1,134483,130879,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135464,131761,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135904,132201,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137076,133378,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134706,131097,1,,UNIVERSIDAD PARTICULAR INCA GARCILAZO DE LA VEGA,2,0,0,0,DERECHO Y CIENCAS POLITICAS,1,,,2021-03-14 14:20:15
1,134370,130769,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134448,130847,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134427,131116,1,2016,UNIVERSIDAD NACIONAL DE HUANCAVELICA,1,1,0,1,MAESTRO EN CIENCIAS DE LA SALUD,1,,,2021-03-14 14:20:15
1,134455,130854,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134773,131164,1,,UNIVERSIDAD NACIONAL DE HUANCAVELICA,1,1,0,2,PLANEAMIENTO ESTRATEGICO Y GESTION EN INGENIERIA DE PROYECTO,1,,,2021-03-14 14:20:15
1,137633,133943,1,,UNIVERSIDAD CESAR VALLEJO,2,0,0,0,MAESTRIA EN ADMINISTRACION DE LA PEDAGOGIA,1,,MAESTRIA EN CURSO,2021-03-14 14:20:15
1,137773,134072,1,2017,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAESTRO EN GESTIÓN PÚBLICA,1,,,2021-03-14 14:20:15
1,137743,134040,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137673,133981,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137747,134043,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137047,133357,1,2014,UNIVERSIDAD PRIVADA CESAR VALLEJO,1,1,0,1,MAGISTER EN GESTION PUBLICA,1,,,2021-03-14 14:20:15
1,137079,133631,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137230,133617,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134214,130654,1,,UNIVERSIDAD PRIVADA DE TACNA,1,1,0,2,MAESTRIA EN GESTION Y POLITICAS PUBLICAS,1,,EN CURSO,2021-03-14 14:20:15
1,134169,130620,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134336,130760,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134869,131247,1,,UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA,1,1,0,2,GERENCIA DE ESTADO Y ADMINISTRACIÓN PÚBLICA,1,,EGRESADO EN LA MAESTRÍA DE GERENCIA DE ESTADO Y ADMINISTRACIÓN PÚBLICA,2021-03-14 14:20:15
1,134870,131266,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134872,131275,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134873,131287,1,,UNIVERSIDAD CATOLICA DE SANTA MARIA,1,1,0,2,GESTION PUBLICA,1,,FALTA SUSTENTAR TESIS,2021-03-14 14:20:15
1,136201,132492,1,,UNIVERSIDAD EUROPEA DEL ATLANTICO,2,0,0,0,MASTER DIRECCIÓN ESTRATÉGICA EN TECNOLOGÍAS DE LA INFORMACIÓN,1,,EN CURSO,2021-03-14 14:20:15
1,134874,132103,1,,UNIVERSIDAD NACIONAL DE SAN AGUSTIN,2,0,0,0,MAESTRÍA CIENCIAS ECONOMIA CON MENCION EN GESTION Y POLITICAS PUBLICAS,1,,EN CURSO,2021-03-14 14:20:15
1,136674,132957,1,,NACIONAL SAN ANTONIO DE ABAD CUSCO,2,0,0,0,MAESTRO EN INGERIO CIVIL Y MEDIO AMBIENTE,1,,,2021-03-14 14:20:15
1,136686,132967,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
